account_id,pagerank,in_degree,out_degree,avg_velocity_1h,avg_velocity_24h,max_velocity_1h,txn_count,avg_amount,is_mule,vpa
ACC01396,0.000145,11,8,1.0,1.0,1,8,1466.3162,0,yatan.kari245@oksbi
ACC01397,0.000322,8,10,1.0,1.1,1,10,1702.617,0,wishi.aggarwal457@oksbi
ACC01398,8.9e-05,5,5,1.0,1.0,1,5,1031.182,0,yatin.bahri972@oksbi
ACC01399,0.000148,8,11,1.0,1.0,1,11,1639.11,0,charita.gole42@okaxis
ACC01400,0.000179,11,14,1.0,1.2143,1,14,704.4371,0,saumya.gopal65@paytm
ACC01401,0.000184,13,9,1.0,1.1111,1,9,955.0444,0,geetika.goyal44@okaxis
ACC01402,0.000348,8,10,1.0,1.1,1,10,1369.076,0,dalbir.lal370@upi
ACC01403,0.000281,7,10,1.0,1.1,1,10,579.94,0,sneha.seshadri903@okicici
ACC01404,9.6e-05,10,11,1.0,1.0909,1,11,2133.6491,0,ronith.tripathi332@okhdfcbank
ACC01405,7.9e-05,7,9,1.0,1.1111,1,9,1785.7222,0,devansh.ram850@paytm
ACC01406,0.000112,6,11,1.0,1.0909,1,11,644.4582,0,reva.bajwa558@oksbi
ACC01407,0.000282,9,11,1.0,1.3636,1,11,1874.5291,0,ekani.murty388@ybl
ACC01408,0.000129,10,10,1.0,1.0,1,10,743.006,0,banjeet.balasubramanian920@okhdfcbank
ACC01409,0.000221,12,13,1.0,1.1538,1,13,711.3392,0,dalbir.gill386@okaxis
ACC01410,0.000181,11,7,1.0,1.2857,1,7,1906.6243,0,darika.keer362@ybl
ACC01411,0.000186,7,13,1.0,1.0769,1,13,1048.4238,0,akshay.solanki494@okicici
ACC01412,9e-05,10,10,1.0,1.1,1,10,966.958,0,omkaar.luthra451@oksbi
ACC01413,9.3e-05,6,10,1.0,1.0,1,10,760.583,0,ekta.nagar527@paytm
ACC01414,9.2e-05,5,11,1.0,1.0909,1,11,1431.85,0,mason.devan192@oksbi
ACC01415,0.000184,7,17,1.0,1.1176,1,17,1274.9218,0,nakul.rout735@okhdfcbank
ACC01416,0.000107,8,10,1.0,1.2,1,10,1802.224,0,chanchal.nori831@ybl
ACC01417,0.000155,9,14,1.0714,1.1429,2,14,1106.3764,0,vedika.kumar692@ibl
ACC01418,0.00011,5,10,1.0,1.2,1,10,1057.156,0,naveen.chana605@oksbi
ACC01419,0.000197,14,13,1.0,1.0769,1,13,1376.9262,0,warda.narayan250@okicici
ACC01420,0.000127,9,6,1.0,1.0,1,6,701.6733,0,veda.d’alia607@oksbi
ACC01421,0.000322,10,11,1.0,1.0,1,11,918.6473,0,aarush.pandit525@okicici
ACC01422,0.000177,7,9,1.0,1.1,1,10,706.592,0,siddharth.mane58@oksbi
ACC01423,0.000157,9,6,1.0,1.0,1,6,690.865,0,wridesh.suresh530@upi
ACC01424,0.000251,12,8,1.0,1.0,1,8,1336.125,0,hitesh.dixit653@okicici
ACC01425,0.000104,10,6,1.0,1.1667,1,6,1578.5933,0,warhi.golla222@ibl
ACC01426,0.000297,15,11,1.0,1.0909,1,11,871.78,0,tamanna.sunder889@ibl
ACC01427,0.000252,10,9,1.0,1.0,1,9,1148.5489,0,hemangini.tank851@upi
ACC01428,0.00017,8,9,1.1111,1.1111,2,9,2622.4744,0,garima.virk814@oksbi
ACC01429,0.000128,9,6,1.0,1.0,1,6,406.9417,0,urvashi.dey524@paytm
ACC01430,0.000149,13,8,1.125,1.25,2,8,669.27,0,varenya.sura703@ybl
ACC01431,0.000174,12,11,1.0,1.0909,1,11,796.9164,0,ria.walia605@okhdfcbank
ACC01432,0.000246,11,12,1.0,1.0833,1,12,1796.7692,0,lavanya.sengupta395@oksbi
ACC01433,0.000279,6,13,1.0,1.0714,1,14,1493.9293,0,girish.chandran208@kotak
ACC01434,0.000174,8,6,1.0,1.0,1,6,916.8983,0,januja.dara430@oksbi
ACC01435,0.000298,17,8,1.0,1.125,1,8,478.58,0,nisha.kamdar182@ibl
ACC01436,8.9e-05,4,10,1.0,1.0,1,10,1176.171,0,dominic.issac40@kotak
ACC01437,0.000157,10,12,1.0,1.0,1,12,700.6492,0,balendra.bava121@okhdfcbank
ACC01438,0.000381,17,15,1.0,1.1333,1,15,1081.348,0,radha.arya134@kotak
ACC01439,0.000147,10,6,1.0,1.0,1,6,1585.7367,0,jasmit.sandal695@upi
ACC01440,0.000248,9,12,1.0,1.25,1,12,1119.2258,0,ekantika.sandhu380@okicici
ACC01441,0.000147,7,8,1.0,1.125,1,8,1298.4062,0,upma.sani235@ibl
ACC01442,0.000229,12,11,1.0,1.0909,1,11,946.1382,0,anamika.sankar604@okhdfcbank
ACC01443,0.000171,7,16,1.0,1.1875,1,16,717.2031,0,tanish.rai261@ibl
ACC01444,0.000167,11,10,1.0,1.2,1,10,841.624,0,isaiah.randhawa86@paytm
ACC01445,0.00032,12,13,1.0,1.2308,1,13,972.8392,0,vedika.dalal557@upi
ACC01446,0.000177,10,6,1.0,1.0,1,6,588.0433,0,aarini.sharma6@okicici
ACC01447,0.000188,12,9,1.0,1.0,1,9,2232.1878,0,ojasvi.kibe121@kotak
ACC01448,0.000295,14,13,1.0,1.1538,1,13,1575.6223,0,guneet.bhat671@okaxis
ACC01449,0.000219,7,10,1.0,1.0,1,10,972.528,0,tanveer.sachar371@okhdfcbank
ACC01450,0.000335,7,10,1.0,1.0,1,10,973.528,0,chaitanya.walia668@paytm
ACC01451,0.000112,8,11,1.0,1.0,1,11,1056.9145,0,vamakshi.loyal549@upi
ACC01452,0.000125,7,4,1.0,1.0,1,4,2814.8775,0,agastya.mitter627@paytm
ACC01453,0.000155,11,9,1.0,1.0,1,9,690.4622,0,manthan.palan209@upi
ACC01454,0.000116,11,6,1.0,1.1667,1,6,1863.5167,0,chandresh.sarma571@ibl
ACC01455,0.000317,12,9,1.0,1.2222,1,9,606.4522,0,amol.oommen573@kotak
ACC01456,0.000159,11,15,1.0,1.2667,1,15,3099.3413,0,ucchal.tank315@ybl
ACC01457,0.000106,10,8,1.0,1.375,1,8,1426.7775,0,ira.mangal142@okhdfcbank
ACC01458,0.000162,9,6,1.0,1.0,1,6,1709.885,0,manya.nadkarni802@oksbi
ACC01459,8.9e-05,10,5,1.0,1.0,1,5,462.322,0,mason.dayal521@upi
ACC01460,0.000129,10,6,1.0,1.3333,1,6,911.9517,0,nidhi.shenoy564@okicici
ACC01461,0.00011,9,18,1.0,1.1667,1,18,998.7739,0,chanakya.kuruvilla988@okicici
ACC01462,0.000233,13,8,1.0,1.0,1,8,930.0938,0,odika.kalla149@ibl
ACC01463,0.000221,9,9,1.0,1.1111,1,9,1482.1111,0,kiaan.boase91@okhdfcbank
ACC01464,0.000146,10,7,1.0,1.1429,1,7,1062.3529,0,chaaya.narain380@okhdfcbank
ACC01465,0.000171,5,9,1.0,1.1111,1,9,798.2544,0,abhimanyu.rajagopalan742@upi
ACC01466,0.000227,10,10,1.0,1.1,1,10,1610.684,0,dakshesh.vaidya672@kotak
ACC01467,0.000275,5,14,1.0,1.0714,1,14,918.9329,0,girik.dass987@okicici
ACC01468,0.000322,11,11,1.0,1.2727,1,11,876.6764,0,ekanta.thakur507@ibl
ACC01469,0.00015,9,11,1.0,1.0909,1,11,2075.5409,0,kashish.gade871@kotak
ACC01470,0.000407,12,12,1.0,1.1667,1,12,635.0708,0,qasim.ben35@kotak
ACC01471,0.000119,7,14,1.0,1.2857,1,14,872.2957,0,jack.gopal238@oksbi
ACC01472,0.000169,8,7,1.0,1.1429,1,7,2943.5771,0,harsh.wali245@okicici
ACC01473,0.000167,7,10,1.0,1.0,1,10,644.311,0,zinal.mangat283@upi
ACC01474,0.000183,10,8,1.0,1.0,1,8,632.4562,0,advaith.puri405@upi
ACC01475,8.5e-05,5,15,1.0,1.0,1,15,1333.0267,0,nicholas.lanka531@okicici
ACC01476,0.000108,9,16,1.0,1.125,1,16,1246.9338,0,wahab.bath563@paytm
ACC01477,9.3e-05,9,8,1.0,1.0,1,8,1145.52,0,aarush.krishnan357@ybl
ACC01478,0.000147,8,10,1.0,1.0,1,10,1092.808,0,darsh.kar621@okaxis
ACC01479,0.000156,7,9,1.0,1.0,1,9,1344.7756,0,qushi.kanda589@okicici
ACC01480,0.000117,13,8,1.0,1.125,1,8,1142.5075,0,onkar.gupta417@kotak
ACC01481,0.000252,11,8,1.0,1.125,1,8,1238.3738,0,januja.trivedi75@kotak
ACC01482,0.000212,7,12,1.0,1.0,1,12,1289.5792,0,radhika.mohanty970@okhdfcbank
ACC01483,4.7e-05,3,10,1.0,1.0,1,10,1574.669,0,priya.rao898@kotak
ACC01484,0.000232,11,4,1.0,1.0,1,4,2366.0575,0,idika.dixit711@ibl
ACC01485,0.000197,11,9,1.0,1.2222,1,9,2289.0589,0,hredhaan.garg496@okaxis
ACC01486,7e-05,8,8,1.0,1.0,1,8,959.0612,0,balvan.bajaj470@ibl
ACC01487,0.0002,13,9,1.0,1.1111,1,9,1078.6789,0,widisha.hora29@ibl
ACC01488,0.000413,10,10,1.0,1.0,1,10,2418.534,0,mugdha.golla70@upi
ACC01489,0.000115,7,7,1.0,1.0,1,7,3003.0114,0,udarsh.gour719@okaxis
ACC01490,0.000144,10,6,1.0,1.0,1,6,1026.3217,0,falak.kohli979@ybl
ACC01491,0.000212,12,12,1.0,1.0833,1,12,1740.4675,0,diya.chakrabarti10@paytm
ACC01492,0.000174,6,8,1.0,1.25,1,8,1658.32,0,bhanumati.agrawal96@upi
ACC01493,0.00018,6,8,1.0,1.0,1,8,1287.1925,0,urmi.kurian568@oksbi
ACC01494,7.8e-05,6,10,1.0,1.3,1,10,656.69,0,ayushman.pai363@okaxis
ACC01495,7.4e-05,4,7,1.0,1.1429,1,7,1056.5129,0,geetika.mammen188@okaxis
ACC01496,0.000167,9,9,1.0,1.0,1,9,1307.6867,0,janya.lal205@okaxis
ACC01497,0.000123,5,10,1.0,1.1,1,10,756.391,0,chaaya.ratta272@okaxis
ACC01498,0.000167,12,17,1.0,1.2353,1,17,1090.1341,0,priya.nanda855@okaxis
ACC01499,0.000223,10,9,1.0,1.1111,1,9,940.2589,0,raksha.nayak160@okhdfcbank
ACC01500,0.000145,8,7,1.0,1.0,1,7,448.5486,0,varsha.gera693@ibl
ACC01501,0.000186,8,14,1.0,1.0714,1,14,569.4021,0,ethan.bahri783@kotak
ACC01502,0.000266,10,7,1.0,1.0,1,7,517.6614,0,anusha.pal494@ybl
ACC01503,0.000161,5,10,1.0,1.1,1,10,2587.102,0,praneel.sanghvi505@paytm
ACC01504,0.000163,8,10,1.0,1.3,1,10,699.579,0,kritika.barad783@kotak
ACC01505,0.000151,9,9,1.0,1.1111,1,9,5256.2411,0,charvi.dhar228@oksbi
ACC01506,0.0001,3,10,1.0,1.2,1,10,1003.062,0,nisha.mital819@upi
ACC01507,0.000127,10,14,1.0,1.1429,1,14,654.6157,0,omisha.tank34@kotak
ACC01508,0.000339,7,19,1.0,1.2105,1,19,1201.1742,0,ekani.kurian882@oksbi
ACC01509,0.000258,9,12,1.0,1.0833,1,12,3406.6108,0,brinda.kapoor716@kotak
ACC01510,0.000137,10,8,1.0,1.25,1,8,1011.985,0,lajita.parsa706@okicici
ACC01511,7.8e-05,5,10,1.0,1.1,1,10,1369.31,0,vinaya.kala216@upi
ACC01512,0.000175,10,11,1.0,1.0909,1,11,547.3191,0,nachiket.rai334@ybl
ACC01513,0.000106,8,12,1.0,1.0833,1,12,1063.22,0,varsha.kothari266@oksbi
ACC01514,0.000158,9,10,1.0,1.1,1,10,4643.47,0,benjamin.sathe243@paytm
ACC01515,0.0001,6,9,1.0,1.1111,1,9,1427.8889,0,bhavya.vig352@ybl
ACC01516,0.000232,9,13,1.0,1.0,1,13,646.9415,0,warinder.goda435@okaxis
ACC01517,6e-05,4,9,1.0,1.1111,1,9,738.1856,0,vasatika.bajwa771@ybl
ACC01518,8.1e-05,7,10,1.1,1.5,2,10,1234.43,0,agastya.kuruvilla411@paytm
ACC01519,9.2e-05,10,10,1.0,1.2,1,10,827.015,0,manya.nadig586@oksbi
ACC01520,0.000174,9,7,1.0,1.0,1,7,1022.5471,0,faraj.bose235@okhdfcbank
ACC01521,0.000179,9,10,1.0,1.3,1,10,1524.976,0,hitesh.koshy242@kotak
ACC01522,0.000373,16,10,1.0,1.1,1,10,1449.536,0,yatin.jani391@okaxis
ACC01523,0.000121,9,9,1.0,1.1111,1,9,1578.09,0,yasti.badal983@oksbi
ACC01524,0.000193,9,12,1.0,1.0,1,12,1811.9633,0,elijah.chandra10@oksbi
ACC01525,9e-05,5,12,1.0,1.0,1,12,1101.7375,0,xiti.wason138@kotak
ACC01526,0.00027,11,10,1.0,1.1,1,10,1046.622,0,harinakshi.chawla324@ibl
ACC01527,0.000269,8,9,1.0,1.1111,1,9,682.7911,0,lucky.savant576@okicici
ACC01528,0.000204,9,9,1.0,1.0,1,9,1297.3022,0,ikshita.mahal708@oksbi
ACC01529,0.000185,8,3,1.0,1.0,1,3,170.66,0,triveni.sandhu834@paytm
ACC01530,0.000164,9,7,1.0,1.0,1,7,3901.1843,0,bhavika.behl645@okhdfcbank
ACC01531,0.000179,11,15,1.0667,1.2,2,15,1229.9893,0,gagan.ramaswamy343@paytm
ACC01532,0.000254,15,9,1.0,1.2222,1,9,2550.4267,0,liam.chand574@kotak
ACC01533,0.000122,11,12,1.0,1.0833,1,12,1073.945,0,gunbir.kalita21@upi
ACC01534,6e-05,6,11,1.0,1.0909,1,11,786.0482,0,jagdish.narasimhan889@okaxis
ACC01535,0.000128,8,10,1.0,1.0,1,10,655.816,0,pranit.venkatesh666@kotak
ACC01536,0.000102,8,11,1.0,1.0833,1,12,1113.2967,0,balendra.oak292@ybl
ACC01537,0.000214,13,11,1.0,1.0909,1,11,1207.75,0,gabriel.karpe523@ibl
ACC01538,7.5e-05,8,11,1.0,1.0,1,11,791.1555,0,adya.modi391@paytm
ACC01539,0.000148,8,9,1.0,1.0,1,9,2510.4833,0,benjamin.iyengar980@oksbi
ACC01540,0.000436,15,10,1.1,1.1,2,10,883.889,0,liam.dhingra828@ybl
ACC01541,9.2e-05,6,9,1.0,1.1111,1,9,1500.0067,0,divya.bahl628@upi
ACC01542,0.00012,5,10,1.0,1.3,1,10,901.501,0,charvi.pau166@ybl
ACC01543,9.6e-05,3,7,1.0,1.1429,1,7,744.6686,0,qadim.raghavan325@paytm
ACC01544,5.5e-05,6,12,1.0,1.0833,1,12,1080.1417,0,logan.sem661@upi
ACC01545,0.000305,17,5,1.0,1.0,1,5,829.192,0,tamanna.kala800@ybl
ACC01546,0.000183,8,6,1.0,1.0,1,6,1114.88,0,upkaar.chander989@ibl
ACC01547,0.000275,17,7,1.0,1.0,1,7,7988.1814,0,nathan.morar189@okicici
ACC01548,0.000223,14,9,1.0,1.0,1,9,753.9644,0,yachana.agarwal241@paytm
ACC01549,0.000153,5,13,1.0,1.0,1,13,1915.1038,0,leela.deep171@upi
ACC01550,0.000141,10,17,1.0,1.1176,1,17,1243.5506,0,dipta.shere66@ibl
ACC01551,0.000181,14,9,1.0,1.0,1,9,1062.7489,0,michael.nazareth27@upi
ACC01552,0.000162,11,10,1.0,1.1,1,10,901.715,0,ishaan.dubey86@okhdfcbank
ACC01553,0.000148,10,10,1.0,1.1,1,10,1432.699,0,balvan.varughese160@okhdfcbank
ACC01554,0.000144,8,13,1.0,1.3077,1,13,1356.4408,0,niharika.choudhry235@okaxis
ACC01555,0.00019,10,12,1.0,1.1667,1,12,1013.81,0,vidhi.salvi642@oksbi
ACC01556,0.00016,6,13,1.0,1.1538,1,13,1281.0238,0,harrison.sagar859@oksbi
ACC01557,0.000112,4,8,1.0,1.0,1,8,1105.4325,0,liam.kohli680@ybl
ACC01558,0.000113,7,5,1.0,1.0,1,5,1342.062,0,zayyan.nagarajan488@ibl
ACC01559,0.000157,8,9,1.0,1.1111,1,9,1235.6611,0,xiti.sarin562@ibl
ACC01560,0.000232,9,13,1.0,1.1538,1,13,1302.6962,0,jatin.deshpande553@oksbi
ACC01561,0.000175,11,12,1.0,1.0833,1,12,2636.0117,0,triveni.sagar468@upi
ACC01562,0.000115,9,11,1.0,1.1818,1,11,879.9518,0,thomas.kurian655@kotak
ACC01563,7.8e-05,7,13,1.0,1.1538,1,13,1097.7923,0,abhiram.kota494@kotak
ACC01564,0.000139,13,11,1.0,1.3636,1,11,1655.4527,0,daniel.bora92@ibl
ACC01565,0.000371,13,5,1.0,1.0,1,5,3092.762,0,faris.patla423@paytm
ACC01566,0.000102,8,12,1.0,1.0833,1,12,1099.7708,0,harita.jani11@okicici
ACC01567,0.000209,8,11,1.0,1.0909,1,11,1297.0645,0,manya.sekhon777@oksbi
ACC01568,0.000254,10,13,1.0,1.3077,1,13,910.7023,0,chaitaly.patel481@kotak
ACC01569,0.000363,17,8,1.0,1.0,1,8,1735.2212,0,raghav.arora945@ibl
ACC01570,0.000184,14,6,1.0,1.1667,1,6,463.5817,0,harshil.nigam10@upi
ACC01571,0.000106,8,16,1.0,1.0625,1,16,887.0575,0,shivani.baral237@okicici
ACC01572,0.000272,9,18,1.0,1.1667,1,18,1037.6789,0,elijah.chand194@upi
ACC01573,0.000182,11,9,1.0,1.1111,1,9,1377.7978,0,azad.sant405@okaxis
ACC01574,0.000138,4,11,1.0,1.0909,1,11,1688.8091,0,ayushman.sood755@upi
ACC01575,0.000171,7,9,1.0,1.1111,1,9,985.2789,0,orinder.tripathi270@okhdfcbank
ACC01576,0.000124,7,14,1.0,1.2143,1,14,901.7879,0,idika.nigam246@kotak
ACC01577,9.1e-05,7,13,1.0,1.0,1,13,945.5962,0,jhalak.sengupta711@paytm
ACC01578,0.000125,8,3,1.0,1.0,1,3,1167.9067,0,vincent.bahri761@kotak
ACC01579,0.000195,7,5,1.0,1.0,1,5,2655.412,0,aashi.khare193@okhdfcbank
ACC01580,0.000191,8,6,1.0,1.0,1,6,434.8717,0,advik.varty297@okhdfcbank
ACC01581,0.00029,13,11,1.0,1.0,1,11,889.6327,0,michael.saha464@paytm
ACC01582,0.0001,8,7,1.0,1.0,1,7,577.5757,0,yug.sharaf193@ybl
ACC01583,0.000147,10,16,1.0,1.25,1,16,929.0188,0,meera.bandi51@kotak
ACC01584,8.6e-05,7,11,1.0,1.0909,1,11,1744.58,0,warinder.patil996@okhdfcbank
ACC01585,0.000101,7,12,1.0,1.0833,1,12,1063.7317,0,peter.karnik129@ibl
ACC01586,0.000186,6,12,1.0,1.1667,1,12,1152.1742,0,krishna.dhingra93@oksbi
ACC01587,0.000143,5,9,1.0,1.1111,1,9,2867.9611,0,sai.chad223@ybl
ACC01588,0.000133,7,9,1.0,1.0,1,9,1060.8411,0,harita.varty805@ibl
ACC01589,0.000117,12,11,1.0909,1.1818,2,11,2137.1073,0,abeer.aurora714@okicici
ACC01590,0.000153,6,10,1.0,1.0,1,10,2462.398,0,tarak.tata864@oksbi
ACC01591,0.000183,6,7,1.0,1.1429,1,7,888.1457,0,vasudha.gulati795@upi
ACC01592,0.000294,13,17,1.0,1.1176,1,17,2018.7941,0,mugdha.kale482@oksbi
ACC01593,7.6e-05,9,9,1.0,1.2222,1,9,1101.2233,0,xiti.sodhi257@upi
ACC01594,0.000233,11,5,1.0,1.0,1,5,1125.104,0,hardik.taneja998@okaxis
ACC01595,0.000237,12,10,1.0,1.2,1,10,1460.763,0,advay.sathe999@ibl
ACC01596,0.000129,11,9,1.0,1.0,1,9,794.7967,0,qabil.kibe35@okaxis
ACC01597,0.000124,6,10,1.0,1.1,1,10,1748.24,0,ishwar.jani790@okhdfcbank
ACC01598,0.000241,15,7,1.0,1.0,1,7,1485.4071,0,warjas.borah214@ibl
ACC01599,0.000118,4,13,1.0,1.0769,1,13,2177.6492,0,jairaj.kaul985@paytm
ACC01600,0.000344,13,6,1.0,1.0,1,6,250.7,0,ojas.karpe645@okicici
ACC01601,0.000267,13,6,1.0,1.0,1,6,1203.1917,0,yatan.hora126@paytm
ACC01602,0.000287,13,10,1.0,1.1,1,10,992.01,0,meghana.warrior306@okaxis
ACC01603,0.000225,6,11,1.0,1.0,1,11,620.69,0,amara.shan885@okaxis
ACC01604,0.000172,9,2,1.0,1.0,1,2,458.085,0,farhan.guha649@upi
ACC01605,0.000203,12,15,1.0,1.0667,1,15,1504.136,0,geetika.ray172@paytm
ACC01606,7.3e-05,6,12,1.0,1.1667,1,12,1218.1025,0,kavya.vig406@okaxis
ACC01607,8.4e-05,7,12,1.0,1.1667,1,12,1848.8017,0,vedhika.bobal596@ibl
ACC01608,0.000314,13,9,1.0,1.1111,1,9,556.9889,0,girindra.ahuja381@okhdfcbank
ACC01609,0.000113,11,6,1.0,1.0,1,6,1935.9433,0,william.oommen512@okhdfcbank
ACC01610,0.000216,6,12,1.0,1.0,1,12,810.2433,0,nidra.basak954@okicici
ACC01611,0.000214,12,11,1.0,1.1818,1,11,2251.6836,0,raagini.rastogi661@oksbi
ACC01612,0.000107,8,7,1.0,1.0,1,7,1007.9143,0,logan.gill110@oksbi
ACC01613,0.000267,7,9,1.0,1.0,1,9,1016.7378,0,mekhala.narasimhan325@kotak
ACC01614,0.000216,5,13,1.0,1.1538,1,13,1340.4377,0,jeet.sastry914@ibl
ACC01615,0.000105,8,9,1.0,1.0,1,9,868.9956,0,bina.pant706@upi
ACC01616,0.000517,14,7,1.0,1.0,1,7,629.53,0,ayush.subramanian138@paytm
ACC01617,0.000214,8,10,1.0,1.1,1,10,1314.838,0,widisha.chopra724@ibl
ACC01618,4.2e-05,4,14,1.0,1.0714,1,14,1103.7414,0,yashvi.sahota556@ibl
ACC01619,7.6e-05,4,14,1.0,1.2143,1,14,1340.9471,0,idika.master192@kotak
ACC01620,8.8e-05,6,8,1.0,1.0,1,8,1309.0712,0,lavanya.banerjee750@ibl
ACC01621,0.000108,11,13,1.0769,1.0769,2,13,1124.9308,0,peter.gola852@kotak
ACC01622,8e-05,9,5,1.0,1.0,1,5,1234.966,0,rushil.vaidya544@oksbi
ACC01623,0.000163,10,9,1.0,1.0,1,9,4368.2122,0,bahadurjit.cherian840@paytm
ACC01624,3.8e-05,2,9,1.0,1.2222,1,9,2024.3978,0,balendra.ahuja465@okicici
ACC01625,0.000267,10,8,1.0,1.0,1,8,719.1888,0,aarna.mandal752@oksbi
ACC01626,0.000173,10,7,1.0,1.0,1,7,1034.3457,0,tanveer.bhatnagar878@ybl
ACC01627,0.000406,14,13,1.0,1.3077,1,13,1528.1508,0,jasmit.korpal329@okhdfcbank
ACC01628,0.000141,7,10,1.0,1.2727,1,11,429.2673,0,vedhika.krishnamurthy397@okaxis
ACC01629,0.000275,15,6,1.0,1.1667,1,6,1014.9867,0,nitesh.bath510@kotak
ACC01630,0.00026,9,12,1.0,1.0,1,12,818.075,0,sudiksha.prashad290@ybl
ACC01631,0.000186,9,10,1.0,1.1,1,10,1293.39,0,ati.baral330@okhdfcbank
ACC01632,0.000209,12,5,1.0,1.0,1,5,1260.588,0,mitali.bumb675@okhdfcbank
ACC01633,0.000182,11,21,1.0,1.1905,1,21,1256.321,0,ira.bumb961@oksbi
ACC01634,0.000242,7,19,1.0,1.2105,1,19,1029.7311,0,deepa.reddy33@okaxis
ACC01635,0.000245,13,9,1.0,1.0,1,9,564.8411,0,advay.om197@okhdfcbank
ACC01636,0.000213,9,13,1.0,1.1538,1,13,547.8323,0,tristan.kumar658@upi
ACC01637,0.000139,11,15,1.0,1.125,1,16,1659.1731,0,edhitha.mistry639@paytm
ACC01638,0.00019,8,10,1.0,1.1,1,10,880.935,0,harrison.roy227@okhdfcbank
ACC01639,0.000104,5,10,1.0,1.1,1,10,2167.775,0,faris.sankaran672@ibl
ACC01640,9.3e-05,6,6,1.0,1.0,1,6,916.2533,0,wyatt.ravi821@okicici
ACC01641,9.5e-05,7,15,1.0667,1.2,2,15,1580.428,0,samaksh.dasgupta762@upi
ACC01642,9.7e-05,5,11,1.0,1.0,1,11,1988.96,0,harinakshi.ganesan726@okicici
ACC01643,8.8e-05,6,10,1.0,1.1,1,10,1080.848,0,anthony.atwal542@okicici
ACC01644,0.000205,12,10,1.0,1.0,1,10,4005.631,0,sai.bava312@okhdfcbank
ACC01645,0.000152,10,11,1.0,1.0,1,11,1344.0455,0,geetika.dewan100@okhdfcbank
ACC01646,0.000388,9,14,1.0,1.0,1,14,2054.8664,0,aradhana.more395@okaxis
ACC01647,0.000128,10,9,1.0,1.0,1,9,1756.8,0,neha.chakrabarti673@okaxis
ACC01648,0.000109,11,9,1.0,1.0,1,9,880.3689,0,nihal.sanghvi971@oksbi
ACC01649,0.000226,13,9,1.0,1.0,1,9,1612.4656,0,irya.mitter572@upi
ACC01650,0.00026,5,10,1.0,1.2,1,10,859.603,0,jack.bala654@ybl
ACC01651,0.000293,11,15,1.0,1.2,1,15,971.4633,0,robert.walla682@upi
ACC01652,0.000153,13,13,1.0,1.0,1,13,1610.3031,0,dev.patil812@oksbi
ACC01653,0.000151,5,12,1.0,1.25,1,12,562.1342,0,abhiram.palan517@ybl
ACC01654,0.000182,8,5,1.0,1.0,1,5,1847.09,0,nandini.thaman615@ibl
ACC01655,0.000215,9,9,1.0,1.0,1,9,1630.2211,0,ansh.borra564@ybl
ACC01656,0.00017,6,8,1.0,1.125,1,8,1590.455,0,faraj.srinivasan783@upi
ACC01657,0.000245,11,10,1.0,1.0,1,10,2641.817,0,devika.karnik247@kotak
ACC01658,0.000122,8,13,1.0,1.0,1,13,903.0531,0,arya.mangal785@kotak
ACC01659,0.000149,12,10,1.0,1.1,1,10,797.738,0,ekalinga.pal985@ibl
ACC01660,0.000294,8,7,1.0,1.0,1,7,2217.4743,0,chaitaly.dash1@okicici
ACC01661,0.000174,11,7,1.0,1.0,1,7,894.18,0,simon.badami17@kotak
ACC01662,0.000133,6,9,1.0,1.1111,1,9,1245.4222,0,jeet.doshi7@paytm
ACC01663,8.1e-05,8,11,1.0,1.2727,1,11,506.2745,0,bhavna.bala877@ybl
ACC01664,0.00033,11,16,1.0,1.0625,1,16,1210.435,0,zaitra.sha842@paytm
ACC01665,0.000135,8,6,1.0,1.1667,1,6,1379.905,0,gayathri.pall570@oksbi
ACC01666,0.000238,9,10,1.0,1.0,1,10,1555.63,0,kashvi.dara472@ybl
ACC01667,0.00012,5,9,1.0,1.1111,1,9,1705.0856,0,amol.yadav272@ybl
ACC01668,0.000183,13,10,1.0,1.2,1,10,922.093,0,champak.chanda239@paytm
ACC01669,0.000351,11,9,1.0,1.3333,1,9,1791.1233,0,siddharth.sidhu585@upi
ACC01670,7.5e-05,4,9,1.0,1.0,1,9,709.3367,0,janaki.d’alia752@okhdfcbank
ACC01671,0.000181,8,12,1.0,1.0833,1,12,1326.6442,0,idika.bhattacharyya495@oksbi
ACC01672,0.000124,9,7,1.0,1.0,1,7,937.1386,0,samuel.mall921@okhdfcbank
ACC01673,0.000357,12,12,1.0,1.0,1,12,1371.535,0,daksh.kala308@okicici
ACC01674,0.000213,9,9,1.0,1.0,1,9,1150.4756,0,atharv.sathe81@okicici
ACC01675,0.000344,18,1,1.0,1.0,1,1,1340.92,0,banjeet.mittal901@upi
ACC01676,4.3e-05,3,11,1.0,1.1818,1,11,659.7009,0,madhavi.ganesh124@okaxis
ACC01677,0.000229,14,15,1.0,1.0667,1,15,756.1093,0,chaaya.tandon650@upi
ACC01678,0.000249,16,5,1.0,1.0,1,5,1117.386,0,bimala.pai537@okicici
ACC01679,8.5e-05,4,9,1.0,1.1111,1,9,942.3989,0,nidra.cherian579@oksbi
ACC01680,0.00011,10,14,1.0,1.2143,1,14,1262.7736,0,hemang.kannan715@okaxis
ACC01681,9.7e-05,8,21,1.0,1.0952,1,21,1275.2671,0,yashasvi.bhatnagar690@upi
